,Place of interest,Type of place,Place address,Place distrit,Place neighborhood,Place description,Place transport,Place latitude,Place longitude,mercator place,BiciMAD station,Station location,Station latitude,Station longitude,Station base availability,Station Bikes Availability,mercator station,Distance Between BiciMAD station and Place of interest
30,Jardín Palacio O'Reilly,Principales parques y jardines municipales,CRUZ VERDE,CENTRO,PALACIO,"Pequeño jardín interior, dotado de varias especies arbóreas destinadas al uso culinario,  donde puedes esconderte de la bulliciosa ciudad. Utilizado antiguamente como huerto por las hermanas Bernardas(S. XVII).   Otras denominaciones Huerto de las Monjas","Bus: 31, 50, 65  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.41418990040181,-3.7118283820550775,POINT (4498887.040535389 -413488.1759919227),Plaza del Cordón,Plaza del Cordón,40.4141931,-3.7103285,disponible,18,POINT (4498887.396713031 -413320.8590420586),167.31732897197622
31,Jardín de Embajadores M-30,Principales parques y jardines municipales,PUERTO DE LA CRUZ VERDE,ARGANZUELA,LEGAZPI,"Pequeño parque limítrofe con la M-30, de diseño moderno, cuya función es actuar como barrera acústica.          Otras denominaciones: Madroños","Bus: 62 y 88  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.38418473435094,-3.685817452497564,POINT (4495546.880729439 -410586.60840513),Embajadores 191,Calle Sodio nº 1B,40.38925864357911,-3.690358964335348,disponible,6,POINT (4496111.70572105 -411093.2163689993),758.7350658853351
32,Jardín de Larra,Principales parques y jardines municipales,FACTOR,CENTRO,PALACIO,"Zona verde de ubicación privilegiada, ya que se encuentra frente a la Catedral de la Almudena y el Palacio Real. En forma de talud, separa las distintas alturas a las que se encuentran las calles que lo delimitan, Bailén y Factor, atravesándolo un pequeño camino terrizo.","Metro: Opera (líneas 2, 5 y ramal) Bus: 3, 148  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.41631909566782,-3.712793771176405,POINT (4499124.061468202 -413595.8685855471),Plaza Ramales,Plaza de Ramales,40.4168,-3.71183,disponible,8,POINT (4499177.595493579 -413488.3564793408),120.10305930350721
33,Jardín de la Colonia Congosto,Principales parques y jardines municipales,CONGOSTO,VILLA DE VALLECAS,CASCO H.VALLECAS,Área ajardinada formada por una gran zona estancial localizada en torno a la cafetería existente. El parque presenta gran cantidad de macizos arbustivos así como ejemplares arbóreos bien establecidos.  Otras denominaciones   Parque Congosto Parque Camino Congosto,"Metro: Congosto (línea 1) Bus: 54 y L1  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.37089825532696,-3.618365854832584,POINT (4494067.836650054 -403062.6510256111),Pavones,Calle Hacienda de Pavones nº 342,40.400368,-3.634587,disponible,8,POINT (4497348.393620864 -404872.003688147),3746.4397894738877
34,Jardín de las Bellas Artes,Principales parques y jardines municipales,CASTELLANA,CHAMARTIN,EL VISO,El jardín está situado junto al Paseo de la Castellana. Dispone de una fuente ornamental con un monumento en memoria de Isabel La Católica. Está compuesto de taludes de pradera y arbolado de gran porte y de gran valor tanto botánico como ornamental (secuoias). El jardín está situado entre el Paseo de la Castellana y la fachada principal del Museo de Ciencias Naturales y la Universidad Politécnica de Industriales. Otras denominaciones: Jardín Museo Nacional de Ciencias Naturales,"Metro: Gregorio Marañón (líneas 7 y 10) Bús: 7, 12, 14, 27, 40, 45, 147 y 150  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.4390037057741,-3.690548165248536,POINT (4501649.300714076 -411114.3218836238),José Gutiérrez Abascal ,Calle José Gutiérrez Abascal nº 2,40.4396792,-3.6907784,disponible,12,POINT (4501724.496387337 -411140.0047621027),79.46067910769113
35,Jardín del Bulevar de Peña Gorbea,Principales parques y jardines municipales,PEÑA GORBEA,PUENTE DE VALLECAS,SAN DIEGO,,"Metro: Puente Vallecas (línea 1) Bus: 10, 24, 54, 57, 58, 310 y 410  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.3957812018463,-3.667034672467617,POINT (4496837.793586022 -408491.407141302),Concordia,Calle Arroyo del Olivar nº 6,40.39382977920336,-3.665936242935637,disponible,6,POINT (4496620.562211088 -408368.8797354235),249.40416084569736
36,Jardín del Maestro Padilla,Principales parques y jardines municipales,SAN ALEJANDRO,ARGANZUELA,IMPERIAL,"Jardín urbano, distribuido en  dos alturas, donde predomina el pino piñonero y el tilo, con una pequeña zona infantil, muy próximo al Río Manzanares.","Bus: 25, 33, 39, 41, 68, 69, 138  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.404491323444994,-3.721330823979868,POINT (4497807.399887136 -414548.2123489315),Ermita Santo,Paseo de la Ermita del Santo nº 48,40.406837862773465,-3.7244893989507686,disponible,13,POINT (4498068.615450309 -414900.5668678451),438.61974128207174
37,Jardín del Templo de Debod,Principales parques y jardines municipales,FERRAZ,MONCLOA-ARAVACA,CASA DE CAMPO,"Jardines diseñados para acompañar al templo donado por Egipto a España en 1968, y que fue instalado en el lugar ocupado por el antiguo Cuartel de la Montaña. Con dos grupos de cipreses ejemplares, a modo de grandes columnas de recibimiento, se divide en dos ámbitos a derecha e izquierda. El templo se sitúa con orientación E-O, acompañado por dos sencillas láminas de agua sin caños ni surtidores, que forman una figura troncocónica de reminiscencias egipcias con dos anchos paseos laterales que desembocan en un balcón. Desde aquí se puede contemplar la famosa cornisa del Manzanares, con el Palacio Real, la Casa de Campo y los atardeceres más hermosos de Madrid. Los parterres del jardín, que se desarrollan a ambos lados, sólo realizan la función de marco vegetal de esta atractiva perspectiva, y se cierran en sí mismos con plazas, plátanos de alineación y grupos de palmitos y plantas mediterráneas sobre las praderas.      Este parque se incluye entre las visitas recomendadas a turistas que visitan la ciudad, según la web oficial de turismo de Madrid.","Metro: Plaza de España (líneas 3 y 10), Ventura Rodríguez (línea 3) Bus: 25, 33, 39, 46, 74, 75, 148  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.42425096551599,-3.716531855540272,POINT (4500007.033180737 -414012.866316237),Ferraz,Calle Evaristo San Miguel nº 2,40.4253944,-3.7170448,disponible,13,POINT (4500134.319725253 -414070.087387282),139.55685359843184
38,Jardín del paseo Federico García Lorca,Principales parques y jardines municipales,FEDERICO GARCIA LORCA,VILLA DE VALLECAS,CASCO H.VALLECAS,Paseo peatonal ajardinado en el que destaca la alineación de acacia de tres púas así como las fuentes ornamentales y el monumento a Federico García Lorca.  Otras denominaciones: Bulevar del Paseo Federico García Lorca,"Metro: Villa Vallecas (línea 1) Bus: 54 , 58 , 103 , 142 , 143 , N9 , L1  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.37740868500615,-3.620640036186304,POINT (4494792.574366787 -403316.3177255456),Pavones,Calle Hacienda de Pavones nº 342,40.400368,-3.634587,disponible,8,POINT (4497348.393620864 -404872.003688147),2992.0512819378496
39,Jardín el Torero,Principales parques y jardines municipales,TORERO,USERA,MOSCARDO,Zona verde formada por zonas terrizas y praderas de césped comunicadas entre sí por caminos adoquinados. Cuenta con dos pistas deportivas y una zona infantil. En el parque se pueden encontrar diversas especies arbóreas pero se observa un notable predominio de coníferas.,"Bus: 23 , 55 , 60  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.39218269145896,-3.7056345651289417,POINT (4496437.209242091 -412797.2364606749),Antonio López,Calle Eugenio Caxes frente al nº 12,40.3917871,-3.7026789,disponible,9,POINT (4496393.172202316 -412467.5245335224),332.63976878709707
40,Jardín histórico El Capricho de la Alameda Osuna,Principales parques y jardines municipales,ALAMEDA DE OSUNA,BARAJAS,ALAMEDA DE OSUNA,"Las características naturales y artísticas del jardín 'El Capricho', permiten disfrutar de un entorno lleno de sensaciones y colmado de historias en cada uno de sus rincones. Artistas ilustrados construyeron pabellones, trazaron recorridos, dispusieron láminas de agua y crearon estancias para conseguir aunar belleza, grandeza y singularidad y representar para el espectador, la fiesta, el juego, el amor y los trabajos de la naturaleza.    Se caracteriza por los bosquetes de lilos y de árboles del amor que proporcionan un hermoso colorido primaveral al jardín. En sus praderas y paseos se observan notables ejemplares de robles, pinos, cipreses, tejos, cedros, plátanos y castaños de indias. Esta riqueza vegetal alberga una fauna muy variada, destacando entre las aves: mirlos, palomas torcaces, pitos reales, herrerillos, petirrojos, ruiseñores, etc., además de cisnes negros y ánades y entre los mamíferos: ardillas rojas, musarañas, ratones comunes y ratones de campo.     Este parque se incluye entre las visitas recomendadas a turistas que visitan la ciudad, según la web oficial de turismo de Madrid. El parque es accesible a personas con movilidad reducida en las partes principales del mismo.","Metro: El Capricho (linea 5) Autobús: 101, 105 y 151  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.45446361509569,-3.600096436030348,POINT (4503370.289947465 -401024.8668757561),Gutierre de Cetina,Calle Gutierre de Cetina nº 77,40.429706,-3.640994,disponible,18,POINT (4500614.284841758 -405586.6676448087),5329.689521840046
41,Palacio de Cristal de la Arganzuela: Invernadero,Principales parques y jardines municipales,CHOPERA,ARGANZUELA,CHOPERA,"El Invernadero de Arganzuela está situado en el Paseo de la Chopera, junto al río Manzanares. Es un edificio que forma parte del conjunto arquitectónico del histórico Matadero Municipal y del Mercado de Ganados. Fue proyectado y construido por el arquitecto Don Luis Bellido y González entre los años 1908 y 1928. Este recinto es conocido popularmente como 'Nave de las Patatas' y fue restaurado y rehabilitado para su uso como Invernadero en el año 1992. La remodelación del edificio le ha situado en una posición de relevancia dentro de la arquitectura industrial. Se tomó como modelo los valiosos invernaderos decimonónicos contenidos en los parques de Viena o Londres, así como toda la Arquitectura del Hierro representativa del s. XIX. El Invernadero Palacio de Cristal, está distribuido en un escenario central y cuatro espacios cerrados que representan microclimas diferentes, albergando cuatro clases diferentes de plantas: dos tropicales, uno subtropical y uno desértico. También dispone de láminas de agua, fuentes, rías y acuarios poblados de peces de diferente hábitat.","Metro: Legazpi (Línea 3 y línea 6) Bus: 6, 18, 19, 45, 47, 59, 62, 76, 78, 86, 148, 247  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.3933877847248,-3.698565632659468,POINT (4496571.359610802 -412008.6809808504),Entrada Matadero,Paseo de la Chopera nº 14,40.3928821,-3.6975708,disponible,19,POINT (4496515.067044735 -411897.7056421987),124.43624384888419
42,Parque Agustín Rodríguez Sahagún,Principales parques y jardines municipales,DIRECCION,TETUAN,VALDEACEDERAS,"El Parque Agustín Rodríguez Sahagún ocupa una gran extensión de 18 hectáreas. Está compuesto principalmente por praderas y una gran variedad de especies arbóreas, tanto frondosas como coníferas. Está dotado de varias zonas estanciales, áreas infantiles, de mayores y caninas. A lo largo de su superficie se distribuyen diferentes instalaciones deportivas, entre ellas un campo de fútbol reglado. El parque tiene una fuente ornamental en la que se ha incorporado un reloj de agua. Asimismo, dispone de un auditorio y  un carril bici  transcurre por gran parte de su superficie. La zona verde más antigua del parque está ubicada entre la calle Marqués de Viana y la calle Capitán Blanco Argibay y anteriormente se llamaba Parque de la Huerta del Obispo.  .","Bus: 49 , 126 , 128  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.47022952429582,-3.7038792453996394,POINT (4505125.342931516 -412601.4259686401),Remonta,Calle Azucenas nº 1,40.4630277,-3.6973333,disponible,2,POINT (4504323.639518123 -411871.2121165185),1084.407964225984
43,Parque Alcalde Jesús Pérez Quijano,Principales parques y jardines municipales,LADERA DE LOS ALMENDROS,VICALVARO,CASCO H.VICALVARO,"Zona verde localizada en el distrito de Vicálvaro que discurre paralela a la M-40. Posee zonas deportivas para mayores, zonas infantiles y un largo carril bici que lo recorre. En 2020 se ha remodelado creando nuevos paseos y caminos, dotado de más espacios ajardinados, más áreas caninas y mejorado los sistemas de riego y drenaje. Dispone de un circuito que atraviesa el parque de sur a norte y del que nacen caminos secundarios que conectan con las diferentes dotaciones: áreas infantiles, caninas, deportivas o estanciales.   Para aislar de los efectos negativos que genera el tráfico de la M-40, se ha realizado una plantación lineal a modo de pantalla vegetal. Esta cortina verde de 700 metros es de doble alineación. La primera fila la ocupan cipreses, un arbolado de hoja perenne y crecimiento rápido y la segunda arbustos de buen porte y desarrollo frondoso como arces rojos, tuyas orientales y azahares de China. Esta pantalla, además de proteger de la contaminación atmosférica y visual, sirve de guía y orientación a los vecinos, ya que permite identificar el perímetro del parque. En mayo de 2018 la Junta de Gobierno de la Ciudad aprobó el cambio de denominación para homenajear a Jesús Pérez Quijano, alcalde de Vicálvaro cuando era municipio independiente de Madrid. Hasta ese momento era el Parque Valdebernardo M-40.  Otras denominaciones: Parque Norte de Valdebernardo","Metro: Valdebernardo (línea 9) Bus: 20  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.40418961057298,-3.622901144863193,POINT (4497773.813363858 -403568.5269047882),Pavones,Calle Hacienda de Pavones nº 342,40.400368,-3.634587,disponible,8,POINT (4497348.393620864 -404872.003688147),1371.143202763753
